game_id,genre_id
606800,10
606800,13
606800,12
606800,16
606800,8
238010,18
238010,9
383980,13
806950,18
806950,13
806950,12
806950,16
254700,18
254700,7
600480,13
600480,12
600480,16
203160,18
203160,7
591460,12
591460,8
901735,16
607050,13
607050,16
4920,18
4920,13
4920,16
274190,18
274190,7
274190,10
274190,13
244430,7
244430,13
474960,18
327030,18
327030,16
396750,18
396750,13
405710,13
405710,9
405710,12
201790,18
201790,13
201790,16
507490,13
507490,12
507490,16
691320,18
691320,13
691320,12
424840,7
671440,13
671440,12
671440,16
245170,18
245170,13
251150,9
905450,1
238370,18
238370,7
246840,18
246840,7
246840,9
558990,13
558990,12
248820,18
248820,13
248820,9
816340,13
816340,16
678900,9
678900,12
678900,8
304430,18
304430,7
304430,13
782140,13
782140,16
248390,13
248390,9
248390,12
248390,16
598980,7
598980,10
598980,13
598980,12
598980,8
468240,1
468240,12
468240,20
566090,9
509580,7
509580,10
509580,16
509580,8
634160,7
634160,10
634160,13
634160,9
634160,12
251470,18
251470,13
34870,18
1057180,18
1057180,7
1057180,13
1057180,12
1057180,8
397060,7
397060,13
397060,2
397060,9
397060,16
50300,18
50300,7
35700,18
35700,7
35700,13
320430,10
320430,16
355790,18
355790,7
354240,10
354240,13
18500,13
18500,16
330390,9
431180,13
431180,9
431180,12
431700,13
431700,9
431700,16
995230,7
995230,13
351710,9
351710,16
660160,12
660160,16
70600,16
547900,20
434460,18
434460,13
434460,1
434460,16
735280,12
735280,16
214870,18
269770,18
269770,7
269770,13
269770,9
269770,8
834740,10
834740,13
834740,16
228260,13
228260,9
228260,16
335620,9
1048540,18
1048540,7
1048540,10
1048540,1
1063960,18
1063960,10
1063960,13
1063960,9
595140,18
595140,13
282440,18
758990,18
758990,13
758990,12
758990,16
758990,8
285740,10
285740,13
285740,12
262410,4
262410,13
262410,12
994730,13
994730,9
994730,16
94400,18
94400,13
94400,20
582550,10
582550,13
582550,12
737800,1
737800,12
737800,20
91700,18
91700,13
91700,9
301640,18
467660,7
467660,9
455980,13
455980,12
455980,16
691830,7
691830,13
691830,9
691830,16
677160,7
677160,10
677160,13
412830,7
400580,13
400580,9
400580,12
400580,16
241260,7
864060,18
864060,10
864060,13
204530,18
204530,13
204530,16
458710,13
458710,16
639490,7
476420,13
476420,9
476420,12
476420,16
341000,10
341000,13
341000,12
341000,16
336140,7
336140,13
336140,9
200900,18
200900,7
200900,13
403120,7
403120,10
403120,12
428550,18
428550,7
428550,13
70000,18
70000,13
13210,18
311240,7
342560,18
342560,13
342560,16
1022780,18
1022780,7
1022780,13
1022780,2
1022780,12
1022780,16
333300,7
333300,13
333300,9
333300,16
253430,18
253430,7
253430,13
359390,7
315460,18
315460,13
315460,9
315460,16
206440,7
206440,13
206440,9
233720,18
233720,13
233720,12
885000,18
885000,10
885000,13
885000,8
417290,18
417290,7
417290,13
417290,9
107100,18
107100,13
107100,9
332310,7
368370,7
368370,13
368370,12
222420,18
234670,18
234670,7
951670,13
951670,12
951670,16
251990,13
251990,9
251990,12
251990,16
322190,18
322190,7
322190,13
322190,9
322190,16
658570,1
658570,12
658570,20
572890,18
572890,7
572890,10
572890,13
646500,13
646500,12
646500,16
448080,10
448080,13
448080,16
664090,18
664090,7
664090,13
664090,8
589530,7
208730,18
208730,9
324510,18
324510,7
324510,13
324510,2
324510,9
582270,10
582270,13
582270,9
582270,12
349790,13
349790,9
345180,18
345180,7
345180,13
345180,9
249130,18
249130,7
834280,10
834280,12
834280,20
45760,18
251290,9
1520,13
1520,16
1062960,18
1062960,7
1062960,13
1062960,1
1062960,12
1062960,8
620590,16
329430,18
329430,9
329430,12
1038370,13
1038370,9
1038370,16
1038370,8
678520,18
678520,7
678520,13
678520,12
746930,13
746930,2
746930,9
282900,9
282900,16
882140,12
882140,8
246580,18
622770,18
622770,7
622770,13
504210,13
504210,12
366250,18
709440,18
709440,13
64000,16
494430,18
494430,7
494430,13
494430,9
494430,12
494430,8
329130,18
329130,13
329130,16
388880,7
388880,13
316790,7
415200,1
415200,12
415200,20
415200,16
929010,7
929010,13
929010,9
929010,12
929010,16
239160,18
239160,7
361280,13
361280,12
361280,16
312980,12
312980,16
257850,18
257850,7
257850,13
257850,9
250680,7
250680,13
250680,9
339340,18
339340,7
420,18
531680,13
531680,12
531680,16
97330,16
400910,18
400910,7
400910,10
400910,13
254200,7
254200,10
254200,13
254200,9
254200,12
254200,16
876650,7
876650,13
876650,9
876650,8
1076920,10
1076920,13
1076920,2
1076920,16
213850,16
416600,18
416600,7
416600,13
416600,9
518060,10
518060,13
518060,12
518060,20
518060,16
288160,7
288160,13
587450,13
587450,12
587450,8
327260,13
620190,18
620190,10
620190,13
620190,12
620190,16
620190,8
397340,13
397340,12
886900,12
886900,8
631570,7
477740,7
331870,7
331870,13
525700,12
397950,18
397950,13
95400,18
95400,7
95400,13
936190,9
250260,7
250260,13
391720,7
391720,13
300570,13
300570,12
314980,13
314980,12
314980,16
226820,7
612470,13
612470,12
612470,16
200170,16
598330,10
598330,13
598330,12
598330,16
598330,8
57690,12
57690,16
645730,9
904380,7
904380,13
904380,9
580200,7
580200,13
382890,9
994280,9
427190,18
427190,7
456670,18
456670,13
456670,9
35720,18
35720,7
35720,13
322770,18
322770,7
322770,9
322770,8
249050,7
249050,13
249050,9
249050,16
792100,13
792100,12
200260,18
200260,7
622220,18
280160,18
280160,7
280160,13
398170,13
398170,12
698640,13
698640,9
698640,16
824720,10
824720,13
824720,1
824720,12
824720,20
824720,8
702670,7
702670,10
702670,13
298630,18
298630,7
298630,13
298630,12
298630,16
300380,18
300380,7
300380,13
300380,1
300380,12
672630,13
672630,12
672630,16
672630,8
332200,18
332200,7
332200,13
224480,18
224480,7
224480,13
978960,12
978960,20
978960,16
473690,18
473690,7
473690,13
423230,18
448850,18
529180,18
529180,7
529180,2
529180,9
529180,12
529180,8
544390,7
544390,13
544390,12
544390,16
644290,18
644290,7
644290,8
509250,18
509250,13
509250,1
304240,18
304240,7
574200,18
287630,7
287630,9
958740,9
958740,16
558420,7
558420,13
276810,9
276810,16
410710,18
410710,7
410710,9
315660,12
290080,18
290080,13
290080,9
290080,12
684410,12
684410,16
511470,10
511470,13
221540,13
221540,16
506260,18
506260,9
595790,18
595790,13
375910,12
375910,16
655730,18
655730,7
655730,13
360740,18
360740,7
360740,13
553640,18
553640,7
553640,9
628770,13
628770,9
787850,18
787850,7
787850,9
787850,8
982270,12
982270,16
574050,18
574050,9
809890,7
809890,9
286280,12
286280,16
463270,18
463270,7
463270,13
635940,7
635940,10
635940,12
47800,16
773580,10
773580,13
773580,12
773580,16
691160,10
691160,13
489380,18
489380,10
489380,13
489380,12
396900,18
396900,13
396900,1
400020,18
400020,7
400020,10
400020,1
400020,9
400020,20
400020,16
847360,18
847360,7
1031480,13
447290,18
447290,13
543900,18
543900,7
543900,16
324570,18
963490,13
963490,12
963490,16
963490,8
1010240,10
1010240,13
1010240,12
571880,7
571880,13
571880,9
571880,12
504050,18
504050,7
504050,13
504050,12
442780,18
442780,13
535230,18
535230,13
535230,12
535230,16
880380,13
880380,12
880380,20
880380,16
551770,18
551770,7
551770,13
582560,7
582560,10
453340,10
453340,13
363440,18
906120,18
385760,20
521350,10
521350,13
692690,18
692690,10
692690,13
692690,20
692690,8
279940,7
370870,13
370870,16
396710,18
396710,7
396710,13
396710,9
661990,18
663390,10
663390,13
663390,2
663390,16
24670,12
318970,7
318970,13
318970,9
811870,18
811870,13
843260,9
787740,12
251130,13
251130,9
251130,16
403430,18
250400,18
250400,7
250400,9
274500,18
274500,13
684580,7
684580,13
684580,9
684580,12
684580,16
502820,7
680980,7
680980,13
286000,18
286000,10
286000,13
286000,16
243970,18
243970,13
243970,16
722730,7
722730,13
722730,9
722730,16
722730,8
635260,2
635260,1
635260,12
635260,20
113020,18
113020,7
113020,10
113020,13
113020,16
644390,16
520940,1
520940,12
520940,20
251730,7
251730,13
251730,9
425720,10
425720,20
467930,18
467930,10
467930,13
24240,18
535480,18
535480,7
535480,13
461620,13
461620,12
461620,16
422970,18
422970,13
523780,7
523780,10
523780,13
523780,9
523780,12
846110,18
846110,7
846110,13
846110,9
294860,18
294860,9
294860,16
242700,18
493540,18
493540,7
493540,10
493540,13
503350,18
503350,7
503350,13
503350,16
836640,13
239070,18
239070,7
239070,13
239070,9
619150,13
619150,12
336440,18
336440,7
336440,10
336440,13
336440,9
207690,7
207690,10
207690,13
630610,7
950740,13
950740,12
950740,16
638650,9
9200,18
679750,12
679750,20
203140,18
483980,7
483980,13
92800,13
92800,12
296490,18
296490,13
296490,16
303680,18
303680,7
303680,9
405820,18
405820,7
501320,13
501320,12
714800,10
605450,18
605450,13
440630,18
440630,13
278360,7
278360,10
278360,13
594130,7
594130,13
594130,9
594130,8
67370,18
370360,13
370360,12
321360,18
321360,13
32460,7
546430,7
546430,13
546430,9
546430,16
48000,7
48000,13
568090,18
568090,13
788270,18
788270,7
788270,13
788270,9
1079210,18
496620,18
496620,13
352400,18
352400,7
238090,18
238090,7
275100,7
275100,10
275100,13
525620,18
525620,10
525620,13
525620,16
1016730,7
1016730,13
1016730,9
1016730,16
1016730,8
686200,18
686200,10
686200,13
686200,12
686200,16
552880,7
552880,10
552880,13
938220,18
938220,10
938220,1
610190,18
388410,18
388410,7
388410,9
732430,18
732430,10
732430,13
732430,1
732430,20
511680,18
557600,7
557600,10
557600,13
260130,7
260130,9
260130,16
40800,13
246420,18
246420,13
246420,16
266510,18
266510,13
266510,9
676500,18
676500,7
676500,10
676500,13
676500,9
676500,12
676500,16
676500,8
274520,18
274520,7
274520,13
274520,9
571310,18
571310,7
571310,13
26800,10
26800,13
26800,16
451840,18
451840,13
451840,16
375820,10
375820,13
252330,18
252330,7
252330,13
250180,18
898800,13
898800,12
898800,16
513510,18
513510,10
513510,13
571260,18
369990,13
369990,16
356040,13
356040,9
356040,16
108710,18
108710,7
652190,18
652190,7
652190,13
652190,12
652190,16
529590,7
529590,10
529590,13
720250,13
720250,12
720250,16
225260,18
225260,7
225260,16
410850,18
410850,9
287290,18
287290,7
535520,18
535520,10
535520,13
345820,18
345820,7
345820,13
345820,9
356570,18
356570,13
356570,16
263760,18
263760,13
263760,12
460810,18
249870,18
249870,7
249870,10
249870,16
722230,18
722230,7
255220,1
255220,20
788690,7
500260,18
500260,13
633230,18
516110,7
516110,10
516110,13
736190,10
736190,13
736190,9
736190,12
774511,18
774511,9
48720,18
48720,9
425580,7
425580,13
515180,12
493840,18
637100,18
637100,7
323850,18
323850,13
882020,1
882020,12
882020,20
237990,13
237990,9
237990,16
588950,7
588950,9
588950,12
421020,1
421020,12
421020,20
646270,7
646270,10
646270,13
646270,9
646270,12
646270,16
639130,7
639130,12
636450,18
636450,10
636450,13
512220,18
512220,7
512220,13
15750,18
15750,7
15750,16
427100,12
115800,18
115800,7
115800,13
406290,12
406290,16
108200,10
108200,13
108200,16
619290,13
619290,12
619290,20
619290,16
345350,9
230700,18
230700,7
230700,13
206190,18
206190,13
206190,16
585450,18
585450,9
288140,13
288140,12
288140,20
288140,16
8190,18
8190,7
394970,18
394970,13
380,18
386620,18
386620,13
386620,12
386620,16
526140,7
526140,10
526140,13
232430,7
232430,13
300,18
936180,9
322110,18
322110,13
486310,7
486310,13
486310,2
682130,6
682130,22
238430,18
238430,7
238430,13
690040,18
690040,13
690040,8
430070,7
430070,13
362680,7
362680,13
815780,13
815780,12
815780,20
590690,18
590690,13
590690,1
590690,20
738520,7
738520,8
846800,18
846800,10
846800,13
446020,7
446020,13
446020,12
401680,18
401680,13
310080,10
310080,13
310080,12
966330,7
966330,10
694090,18
694090,7
758370,13
758370,16
603930,18
603930,13
237630,18
237630,7
237630,10
924250,18
924250,7
924250,13
841600,18
841600,7
841600,13
841600,8
248610,18
248610,13
248610,12
248610,16
427700,18
427700,9
716640,13
716640,12
716640,16
716640,8
314070,13
314070,12
314070,20
474210,18
474210,13
378360,13
378360,12
378360,16
378360,8
342190,13
342190,16
262940,7
585900,7
585900,10
585900,9
585900,12
297120,18
297120,13
233150,18
233150,13
233150,12
537000,18
537000,13
537000,8
253750,18
253750,13
954870,18
954870,7
954870,13
954870,9
954870,12
954870,8
471550,18
471550,9
374900,7
227380,18
227380,7
227380,10
951740,13
951740,20
586200,18
577940,18
340580,18
340580,13
751500,16
971620,10
674520,18
674520,13
708820,18
708820,7
708820,10
708820,13
708820,9
708820,12
629650,7
632350,9
298480,18
298480,12
298480,16
457960,18
457960,13
457960,12
457960,20
587260,9
519190,18
519190,13
519190,9
495140,18
495140,7
862390,13
862390,12
862390,8
236090,18
236090,7
236090,13
236090,9
284750,7
284750,10
404540,18
404540,13
331600,18
303800,7
303800,16
40700,7
40700,13
207020,1
301650,18
301650,16
215530,18
215530,7
215530,13
215530,9
61700,9
61700,16
368230,13
368230,12
368230,16
584980,7
584980,13
354740,13
354740,9
953370,7
953370,10
953370,13
517780,13
517780,16
416680,18
416680,13
416680,16
674850,18
674850,10
674850,13
674850,20
691690,7
691690,13
691690,9
691690,16
487120,18
487120,7
487120,13
487120,2
487120,9
487120,8
592030,18
592030,13
592030,12
385560,18
825630,7
282590,13
282590,16
512180,7
331480,7
331480,10
331480,13
293520,13
293520,12
654220,10
654220,13
654220,16
227780,18
227780,13
227780,8
840720,9
493200,7
312610,18
204450,18
6120,18
6120,13
579020,12
579020,16
203750,18
871200,18
559330,7
559330,13
205950,18
70300,18
70300,13
270450,18
270450,13
270450,20
345480,7
345480,13
758190,7
758190,10
758190,13
758190,9
758190,12
758190,16
345390,7
236450,18
510420,13
431600,1
431600,12
431600,20
41500,9
405900,9
314410,18
314410,7
314410,13
314410,9
240970,18
240970,13
240970,9
537340,18
537340,10
537340,13
537340,1
221640,18
221640,13
809440,13
809440,16
698540,13
698540,16
247020,18
247020,13
247020,12
247020,16
838010,18
838010,7
838010,13
45740,18
45740,7
208670,18
208670,7
776490,18
776490,7
776490,13
776490,9
552590,7
552590,13
281640,13
281640,9
281640,16
78000,16
78000,10
237870,18
237870,7
237870,13
237870,9
237870,12
209080,18
209080,7
209080,13
209080,12
303690,18
303690,7
303690,9
